date,usage_kwh,day_of_week,weekend,holiday,vacation,exam_period,temp_c,humidity_pct,wind_dir_deg,wind_speed_ms,pressure_local_hpa,pressure_sea_hpa,solar_rad_mj_m2,sunshine_sec,precip_mm,strong_wind_warning,strong_wind_advisory,dry_advisory,heavy_snow_warning,heavy_snow_advisory,tropical_night,typhoon_warning,typhoon_advisory,heat_wave_warning,heat_wave_advisory,cold_wave_warning,cold_wave_advisory,heavy_rain_warning,heavy_rain_advisory,yellow_dust_warning,obs_minutes
2024-05-11,199701.36,Saturday,1,0,0,0,16.325833333333335,76.67666666666666,201.99685449732337,3.2906944444444446,1007.4861805555556,1012.182013888889,10.45,6240.0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-12,192008.88,Sunday,1,1,0,0,15.449097222222223,70.02694444444445,272.40278116304376,2.087986111111111,1006.34,1011.0422916666666,27.58,41640.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-13,223058.88,Monday,0,0,0,0,17.04652777777778,55.441319444444446,264.2190363408508,1.8064583333333335,1009.585625,1014.2731944444444,28.86,46140.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-14,226762.56,Tuesday,0,0,0,0,17.257152777777776,55.505694444444444,254.1049508333578,1.742361111111111,1011.0663888888889,1015.7604861111112,28.8,46020.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-15,198500.4,Wednesday,0,1,0,0,12.497430555555555,78.31284722222222,290.3034398548043,2.470416666666667,1008.2843055555555,1013.0604861111112,9.9,14400.0,14.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-16,209332.8,Thursday,0,0,0,0,13.102013888888889,61.97986111111111,283.8023382835446,2.649166666666667,1005.5979166666667,1010.3513888888889,30.17,46080.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-17,221256.72,Friday,0,0,0,0,17.270972222222223,67.26868055555555,196.3771545549708,2.0429861111111114,1009.2029861111112,1013.8870833333333,26.06,40200.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-18,211167.36,Saturday,1,0,0,0,18.980763888888887,70.6925,278.92262111684875,1.7222916666666666,1012.3111111111111,1016.9872916666666,25.91,41100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-19,207049.68,Sunday,1,1,0,0,20.099097222222223,68.0045138888889,273.4550634277073,1.6626388888888888,1010.7519444444445,1015.3861111111111,28.19,45060.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-20,239196.24,Monday,0,0,0,0,18.600902777777776,78.59006944444444,252.8513339419607,2.0615972222222223,1010.8381944444444,1015.4991666666667,18.72,15300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-21,246282.48,Tuesday,0,0,0,0,19.66173611111111,74.88840277777778,219.21257565932854,1.8309722222222222,1013.6954166666666,1018.3699305555555,24.19,29520.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-22,242313.84,Wednesday,0,0,0,0,18.585694444444446,78.27638888888889,266.58762253536895,1.6524999999999999,1011.9306944444444,1016.6066666666667,21.33,28260.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-23,242134.56,Thursday,0,0,0,0,18.801180555555558,72.734375,263.3336564146042,1.9242361111111113,1007.0468055555555,1011.6747222222223,29.32,46500.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-24,240467.04,Friday,0,0,0,0,18.34951388888889,76.924375,255.35499880262861,1.9825694444444446,1008.1427083333333,1012.7988888888888,23.89,29400.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-25,212207.04,Saturday,1,0,0,0,19.621458333333333,68.64194444444443,198.85168136923855,1.7251388888888888,1010.5802083333333,1015.2276388888889,13.52,3420.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-26,203400.0,Sunday,1,1,0,0,19.397291666666664,72.64763888888889,185.82849432566206,2.3476388888888886,1002.1616666666667,1006.7709722222222,9.67,6660.0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-27,231634.08,Monday,0,0,0,0,17.396597222222223,70.17708333333333,263.29681797666643,3.017013888888889,999.4236111111111,1004.0732638888888,28.49,42300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-28,237036.24,Tuesday,0,0,0,0,18.85951388888889,60.84701388888889,2.431946474019019,1.8388888888888888,1001.7377083333333,1006.3497916666666,27.61,39120.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-29,240948.72,Wednesday,0,0,0,0,19.730208333333334,56.106944444444444,235.52438749278804,1.733888888888889,1007.8513888888889,1012.4802777777778,28.89,46800.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-30,236044.8,Thursday,0,0,0,0,19.894305555555555,53.16611111111111,265.95804102441747,1.2050694444444443,1006.7640972222223,1011.3704166666666,14.91,4800.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-05-31,234838.8,Friday,0,0,0,0,19.30013888888889,61.98631944444445,261.70994064640195,2.1825,1005.6859027777778,1010.3134722222221,29.99,44460.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-01,211919.76,Saturday,1,0,0,0,18.97958333333333,70.22965277777777,260.11606350938024,2.6265972222222222,1005.9443749999999,1010.5863888888888,27.1,35340.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-02,204234.48,Sunday,1,1,0,0,19.23951388888889,60.91875,257.14588932192095,2.0385416666666667,1005.548125,1010.1692361111111,29.53,47340.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-03,239197.68,Monday,0,0,0,1,20.591944444444444,53.25770833333334,61.84557815109317,1.8040972222222222,1005.9661805555556,1010.5619444444444,28.87,45600.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-04,241424.64,Tuesday,0,0,0,1,21.71375,40.132083333333334,188.27029557720232,2.0575,1010.7609027777778,1015.3675,29.28,47820.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-05,254365.92,Wednesday,0,0,0,1,21.023611111111112,64.98375,251.33336207756878,1.6034027777777777,1013.289861111111,1017.9314583333334,23.75,36600.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-06,229570.56,Thursday,0,1,0,1,21.722430555555555,61.55020833333334,229.54309117162495,1.5728472222222223,1011.9320833333333,1016.5508333333333,26.07,39060.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-07,250100.64,Friday,0,0,0,1,21.31284722222222,60.68416666666666,261.09166330396397,1.444375,1009.1439583333333,1013.7470138888889,20.19,24360.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-08,226211.76,Saturday,1,0,0,1,19.799374999999998,79.86604166666667,248.19825121093214,1.4663888888888887,1004.7835416666667,1009.3972222222222,12.58,15300.0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-09,224940.24,Sunday,1,1,0,1,21.66861111111111,73.70395833333333,266.8665153867796,1.5402777777777779,1003.5823611111111,1008.16,26.9,41460.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-10,266924.16,Monday,0,0,0,1,23.311875,70.35027777777778,217.19475406572548,2.1297222222222225,1002.8860416666666,1007.4341666666667,25.84,43320.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-11,276955.92,Tuesday,0,0,0,1,24.029375,67.985625,222.19866600159853,2.1039583333333334,1002.8494444444444,1007.388125,25.75,35340.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-12,274017.6,Wednesday,0,0,0,1,23.05236111111111,63.960902777777775,260.02811403231726,1.935486111111111,1001.3138888888889,1005.8577083333334,27.55,42600.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-13,274741.92,Thursday,0,0,0,1,23.955694444444443,62.714861111111105,248.34198919875718,1.677013888888889,1000.2949305555555,1004.8097916666667,28.61,45600.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-14,275912.64,Friday,0,0,0,1,24.330416666666668,64.76861111111111,239.63312414200203,1.9266666666666667,1000.7196527777778,1005.2396527777778,26.96,42840.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-15,250703.28,Saturday,1,0,0,1,23.546180555555555,73.35083333333333,262.75272956822494,2.021875,999.4982638888889,1004.0429861111111,17.9,16380.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-16,238911.12,Sunday,1,1,0,1,22.743402777777778,66.40923611111111,257.77955651896593,2.3344444444444443,1001.9280555555555,1006.48125,29.06,41880.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-17,263733.84,Monday,0,0,0,1,23.000208333333337,53.94826388888889,256.55399191019654,1.8455555555555554,1003.4727777777778,1008.03625,27.16,45900.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-18,274336.56,Tuesday,0,0,0,1,23.897083333333335,63.930625000000006,251.8238594084141,1.823888888888889,1002.4754166666668,1007.0047916666666,29.06,48120.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-19,288620.64,Wednesday,0,0,0,1,26.509652777777777,62.22958333333334,240.01226120487914,1.432361111111111,1003.6704166666666,1008.1692361111111,28.11,45000.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-06-20,284009.04,Thursday,0,0,0,1,26.966388888888886,50.47833333333334,201.93690547685125,1.635625,1000.0903472222222,1004.568263888889,23.85,36900.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-06-21,276939.36,Friday,0,0,0,1,25.398055555555555,57.638124999999995,252.08115695434662,1.91375,998.0266666666666,1002.5174999999999,25.39,40320.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-06-22,242053.2,Saturday,1,0,1,0,22.885625,84.20604166666666,97.01908518230731,1.6831944444444447,994.3694444444444,998.8694444444444,2.92,0.0,72.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-23,239428.08,Sunday,1,1,1,0,24.397006414825373,83.0860319666435,269.0493067847989,2.0577484364141765,994.0305072967337,998.5119527449617,19.66,17880.0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439
2024-06-24,265797.36,Monday,0,0,1,0,23.32951388888889,75.24138888888889,244.0833983178262,2.740138888888889,998.8888194444444,1003.4099305555555,23.27,33300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-25,251363.52,Tuesday,0,0,1,0,21.922777777777778,68.68152777777777,252.99733148077456,2.2885416666666667,1005.9782638888888,1010.5429166666667,24.58,42900.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-26,257330.16,Wednesday,0,0,1,0,23.0125,67.10138888888889,233.7702738132284,1.4493749999999999,1010.303125,1014.8954861111112,27.36,45000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-27,261129.6,Thursday,0,0,1,0,23.89486111111111,64.99791666666667,179.6375498373188,1.258125,1007.5527083333333,1012.1190277777777,20.04,32160.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-28,266154.48,Friday,0,0,1,0,24.327430555555555,64.37270833333334,254.40308448994608,1.5788194444444446,1003.0115277777778,1007.5359722222222,27.41,46380.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-06-29,242388.0,Saturday,1,0,1,0,24.705694444444443,71.74993055555555,146.35320232832586,2.314791666666667,999.2768055555556,1003.7795138888889,18.85,19740.0,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1440
2024-06-30,234891.36,Sunday,1,1,1,0,23.70965277777778,86.62041666666666,242.18385076745383,3.61,993.4393749999999,997.9446527777778,9.11,1860.0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1440
2024-07-01,274992.48,Monday,0,0,1,0,24.951527777777777,73.64826388888889,264.8468539277645,1.3945833333333333,999.3695833333333,1003.8765972222222,26.89,39900.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-07-02,269231.76,Tuesday,0,0,1,0,22.92236111111111,88.4173611111111,108.84207888269043,2.589375,999.6965972222223,1004.2253472222222,1.92,0.0,62.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1440
2024-07-03,278049.6,Wednesday,0,0,1,0,24.759375,81.75750000000001,241.66174473068318,2.719097222222222,1003.6222916666667,1008.1222916666667,13.84,6720.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-07-04,285354.0,Thursday,0,0,1,0,26.338055555555556,75.79375,213.09323469310513,2.4050694444444445,1002.6181250000001,1007.1004861111111,18.49,12900.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-07-05,270558.72,Friday,0,0,1,0,23.10965277777778,82.94215277777778,261.9931198141511,2.750763888888889,1000.2252083333334,1004.7672222222222,12.28,5100.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-07-06,254504.88,Saturday,1,0,1,0,25.30263888888889,84.58527777777778,173.40463964154634,3.2261111111111114,998.9013194444444,1003.4046527777778,12.73,4200.0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-07-07,240068.16,Sunday,1,1,1,0,23.296180555555555,90.37125,181.41810467694043,1.4907638888888888,1000.2015277777778,1004.7276388888889,5.56,0.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-07-08,237602.88,Monday,0,0,1,0,23.531180555555558,94.95291666666668,214.4445944797287,1.635625,998.8120833333332,1003.3120833333332,2.98,0.0,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1440
2024-07-09,273018.24,Tuesday,0,0,1,0,23.270138888888887,93.03354166666666,157.24144588577485,1.498888888888889,999.8899305555556,1004.4093055555555,4.47,0.0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1440
2024-07-10,281782.08,Wednesday,0,0,1,0,25.877291666666668,76.52993055555557,300.62781469968854,2.180902777777778,995.5905555555555,1000.0533333333334,26.8,36420.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1440
2024-07-11,277681.68,Thursday,0,0,1,0,23.966319444444444,85.05006944444445,254.8884389662137,1.8784027777777779,997.9138888888889,1002.4323611111112,17.14,15060.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-07-12,275749.92,Friday,0,0,1,0,24.432222222222222,82.25145833333333,264.9880467985121,1.2951388888888888,998.4004166666667,1002.915625,16.21,14580.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-07-13,260075.52,Saturday,1,0,1,0,26.43208333333333,76.67868055555556,230.48262435480132,1.6125,1000.7995833333333,1005.2880555555556,22.8,31500.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-07-14,255942.0,Sunday,1,1,1,0,27.383680555555557,70.04888888888888,118.98541931573337,2.857083333333333,1004.5590277777778,1009.0440277777777,23.31,31740.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-07-15,292373.28,Monday,0,0,1,0,27.566435024322445,68.046212647672,128.58205528263593,2.3084781097984712,1006.7097289784573,1011.2223766504517,18.11,18780.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1439
2024-07-16,293726.16,Tuesday,0,0,1,0,25.74486111111111,82.563125,140.25976216520166,2.399652777777778,1005.9948611111112,1010.49875,11.57,13140.0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-07-17,292947.84,Wednesday,0,0,1,0,26.370833333333334,83.251875,178.69644542163036,3.135486111111111,1003.710138888889,1008.2120833333332,7.94,360.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-07-18,281646.0,Thursday,0,0,1,0,24.35097222222222,92.79576388888889,190.59756906739875,2.423125,998.2143055555556,1002.7143055555556,2.64,0.0,151.9,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1440
2024-07-19,289905.84,Friday,0,0,1,0,26.469375,82.56027777777778,220.53822627458717,2.0100694444444445,1000.9769444444445,1005.4525000000001,20.57,23400.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-07-20,263155.68,Saturday,1,0,1,0,26.1425,84.34458333333333,159.5212788609534,2.8115277777777776,1002.1901388888889,1006.6727777777778,14.26,7260.0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-07-21,257707.44,Sunday,1,1,1,0,26.920833333333334,80.24166666666666,226.3307261450174,2.9604861111111114,1002.645,1007.1309027777778,14.39,9900.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-07-22,298810.08,Monday,0,0,1,0,27.765763888888888,81.39361111111111,184.44410495624413,3.194722222222222,1001.6563888888888,1006.1218055555555,8.16,240.0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-07-23,295395.84,Tuesday,0,0,1,0,25.737361111111113,91.09520833333333,216.75699165273718,2.9122222222222223,1000.244513888889,1004.744513888889,6.19,300.0,50.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2024-07-24,304470.72,Wednesday,0,0,1,0,27.437569444444442,87.64895833333334,219.71066147391787,1.7872916666666665,1000.2538194444444,1004.7202083333334,17.79,15840.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-07-25,315747.36,Thursday,0,0,1,0,28.845902777777777,79.1504861111111,169.54979194919267,1.7595833333333335,1001.7388888888889,1006.1949305555555,20.83,25200.0,2.2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1440
2024-07-26,309155.76,Friday,0,0,1,0,28.619722222222222,78.51798611111111,122.42216416415397,2.6605555555555553,1005.1924305555556,1009.6672916666666,15.33,17700.0,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-07-27,280468.08,Saturday,1,0,1,0,28.290555555555557,83.27972222222222,145.39504128356066,2.3984027777777777,1009.7616666666667,1014.2616666666667,15.53,11640.0,10.3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1440
2024-07-28,272024.64,Sunday,1,1,1,0,28.977916666666665,75.803125,184.81623148622063,2.8497916666666665,1008.6245833333332,1013.1161111111111,20.75,29760.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-07-29,309828.96,Monday,0,0,1,0,27.36942321056289,83.05302293259209,235.54626228130098,2.861153578874218,1005.3370396108409,1009.8370396108409,6.2,1500.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1439
2024-07-30,311477.76,Tuesday,0,0,1,0,28.03625,80.59840277777778,244.09835867224007,2.2247222222222223,1003.2613194444444,1007.7345138888888,15.07,13680.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-07-31,313602.48,Wednesday,0,0,1,0,28.792152777777776,76.25368055555556,203.88120310446064,2.0885416666666665,1002.4793055555555,1006.9414583333333,18.79,20400.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-08-01,319051.44,Thursday,0,0,1,0,29.216458333333332,78.096875,207.11282980409348,1.9987499999999998,1000.4033333333334,1004.8525694444444,19.01,18000.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-08-02,321513.12,Friday,0,0,1,0,29.19916666666667,81.36236111111111,236.0210541084203,2.152013888888889,1000.1571527777778,1004.6083333333333,16.4,18240.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1440
2024-08-03,292805.28,Saturday,1,0,1,0,29.473958333333332,76.01916666666668,271.84828980848863,1.5797222222222222,1002.9706249999999,1007.4275,24.31,37320.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-04,284001.84,Sunday,1,1,1,0,29.903055555555557,73.44451388888889,237.66934712100772,1.3829166666666668,1003.2938194444445,1007.7475694444445,22.17,37620.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-05,329158.8,Monday,0,0,1,0,29.547708333333333,76.66333333333333,190.36592471027316,1.9804861111111112,1003.2925694444444,1007.7534027777778,21.09,24660.0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-06,318420.0,Tuesday,0,0,1,0,27.776527777777776,80.666875,198.05895166197323,1.3749305555555555,1003.4422916666666,1007.9128472222222,18.03,22740.0,40.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-07,321158.88,Wednesday,0,0,1,0,28.998194444444444,76.00868055555556,262.4188965097092,1.512986111111111,1001.9482638888888,1006.4073611111112,22.81,32820.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-08,311967.36,Thursday,0,0,1,0,27.07090277777778,84.05652777777777,235.92748857741742,1.3715972222222221,1000.6808333333332,1005.1513888888888,13.69,8880.0,1.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-09,314077.68,Friday,0,0,1,0,27.751319444444444,79.62798611111111,235.03184422417797,1.3536805555555556,1000.0693749999999,1004.5263888888888,21.66,29040.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-10,285161.04,Saturday,1,0,1,0,28.796875,75.77465277777777,212.2078969259236,1.375138888888889,998.8684027777778,1003.3170138888889,22.29,26220.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-11,277580.88,Sunday,1,1,1,0,29.604305555555552,72.68569444444444,181.53087298302546,1.5896527777777778,998.2473611111111,1002.6872916666666,19.68,21060.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-12,325236.24,Monday,0,0,1,0,29.94472222222222,74.811875,255.40558236267017,1.4221527777777778,999.9538194444444,1004.3993055555555,20.32,26940.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-13,325933.2,Tuesday,0,0,1,0,28.960069444444443,82.22680555555556,232.01081562073716,1.2185416666666666,1003.2190972222222,1007.6877777777777,13.36,11580.0,19.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-14,304800.48,Wednesday,0,0,1,0,29.506666666666664,75.74895833333333,181.4912449774766,1.5854166666666667,1003.3849305555556,1007.84875,20.16,28140.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-15,175071.6,Thursday,0,1,1,0,29.098819444444448,74.25534722222223,139.04031846954234,1.5468055555555555,1003.1811805555554,1007.6415972222221,23.24,33600.0,3.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-16,283646.16,Friday,0,0,1,0,29.186805555555555,72.28798611111111,130.37339999742963,1.6974305555555558,1004.1274305555555,1008.5899305555556,19.73,31920.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-17,277578.0,Saturday,1,0,1,0,29.67326388888889,70.83972222222222,185.4796345795333,1.7089583333333334,1005.6715277777778,1010.139375,20.63,26340.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-18,262235.52,Sunday,1,1,1,0,28.56138888888889,76.93513888888889,185.87179848472343,1.6,1005.1891666666666,1009.6679861111111,19.24,23280.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-19,310849.2,Monday,0,0,1,0,29.385625,74.33,211.6536598386947,1.6183333333333334,1003.8213194444444,1008.28375,24.95,39900.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1440
2024-08-20,320564.16,Tuesday,0,0,1,0,30.362569444444443,70.8429861111111,110.07818480764236,2.553402777777778,1004.2539583333333,1008.708611111111,19.24,30000.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1440
2024-08-21,312258.24,Wednesday,0,0,1,0,27.66763888888889,88.00423611111111,157.10089450974667,2.6193750000000002,1002.9724305555555,1007.4561805555555,5.05,1320.0,50.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1440
2024-08-22,307941.84,Thursday,0,0,1,0,27.87361111111111,83.82958333333333,182.59102556390613,3.071458333333333,1000.2658333333334,1004.7247222222223,11.01,11460.0,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-08-23,298401.12,Friday,0,0,1,0,26.925555555555558,83.31576388888888,222.57356805524614,1.7584027777777778,1003.8463888888889,1008.3358333333334,16.4,14820.0,3.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-08-24,274120.56,Saturday,1,0,1,0,27.396944444444443,81.67472222222223,215.89166660925557,1.352638888888889,1005.8275000000001,1010.3283333333334,15.34,15480.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-08-25,261295.92,Sunday,1,1,1,0,27.169722222222223,82.03333333333333,251.65322568228024,0.9956944444444444,1004.7786805555556,1009.2636805555555,17.42,24480.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-08-26,294182.64,Monday,0,0,1,0,27.22375,81.32319444444444,275.4634208432217,0.9870833333333334,1002.6234027777778,1007.10125,10.47,720.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-08-27,285495.84,Tuesday,0,0,1,0,26.091666666666665,77.13284722222222,26.017061253334653,1.4215972222222222,1002.085138888889,1006.5826388888889,8.15,9600.0,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-08-28,289319.76,Wednesday,0,0,1,0,27.62722222222222,64.25291666666666,96.21107944985205,2.613125,1003.9973611111111,1008.48,24.4,42420.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-08-29,291677.04,Thursday,0,0,1,0,27.974861111111114,61.73972222222222,60.71061905498257,2.344097222222222,1002.5307638888889,1006.9932638888889,23.28,39660.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-08-30,290908.8,Friday,0,0,1,0,27.414444444444445,67.97840277777777,294.38294074166856,1.8608333333333333,1000.8836805555555,1005.3440972222222,24.34,42840.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-08-31,265624.56,Saturday,1,0,1,0,26.13076388888889,72.73104166666667,273.46852733272146,1.609375,1002.2292361111112,1006.7216666666666,23.7,40200.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2024-09-01,252652.32,Sunday,1,1,1,0,25.761249999999997,75.26201388888889,227.21570467274648,1.6819444444444445,1003.2050694444445,1007.6963194444444,20.0,23700.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
